city,spotify_link,spotify_web_link
Fitzroy AU,spotify:user:thesoundsofspotify:playlist:014kSpFYwgaDmZdyItIX4C,http://open.spotify.com/user/thesoundsofspotify/playlist/014kSpFYwgaDmZdyItIX4C
Five Dock AU,spotify:user:thesoundsofspotify:playlist:6pnPlVsVjwc8QP8pKUcskV,http://open.spotify.com/user/thesoundsofspotify/playlist/6pnPlVsVjwc8QP8pKUcskV
Flat Rock Michigan US,spotify:user:thesoundsofspotify:playlist:3rEpHDbsX0HAlsR2RE0TU9,http://open.spotify.com/user/thesoundsofspotify/playlist/3rEpHDbsX0HAlsR2RE0TU9
Flensburg DE,spotify:user:thesoundsofspotify:playlist:1pjpEVejcUUOBZAUFojGY6,http://open.spotify.com/user/thesoundsofspotify/playlist/1pjpEVejcUUOBZAUFojGY6
Floda SE,spotify:user:thesoundsofspotify:playlist:1qH7bk183zlJC2JzBaig99,http://open.spotify.com/user/thesoundsofspotify/playlist/1qH7bk183zlJC2JzBaig99
Florence IT,spotify:user:thesoundsofspotify:playlist:4FgZaS4hVpp7v9X67pPIGk,http://open.spotify.com/user/thesoundsofspotify/playlist/4FgZaS4hVpp7v9X67pPIGk
Florencio Varela AR,spotify:user:thesoundsofspotify:playlist:4vRmL4iL2PtoAv32440xMc,http://open.spotify.com/user/thesoundsofspotify/playlist/4vRmL4iL2PtoAv32440xMc
Flores AR,spotify:user:thesoundsofspotify:playlist:0sV1WCoUe6VJzdnRN5uwip,http://open.spotify.com/user/thesoundsofspotify/playlist/0sV1WCoUe6VJzdnRN5uwip
Floresta AR,spotify:user:thesoundsofspotify:playlist:504pPbu0LwoQNtPWSAB5oH,http://open.spotify.com/user/thesoundsofspotify/playlist/504pPbu0LwoQNtPWSAB5oH
Florian�polis BR,spotify:user:thesoundsofspotify:playlist:78iFduxEcgZWsXV6ctovIN,http://open.spotify.com/user/thesoundsofspotify/playlist/78iFduxEcgZWsXV6ctovIN
Flor� NO,spotify:user:thesoundsofspotify:playlist:3ww5N2LvpzfXjsBGwlpIYY,http://open.spotify.com/user/thesoundsofspotify/playlist/3ww5N2LvpzfXjsBGwlpIYY
Flower Mound Texas US,spotify:user:thesoundsofspotify:playlist:2B4jmoRX33VWwnDlNQela3,http://open.spotify.com/user/thesoundsofspotify/playlist/2B4jmoRX33VWwnDlNQela3
Flushing New York US,spotify:user:thesoundsofspotify:playlist:5TLQsrgEXOcMzCiob7yz8O,http://open.spotify.com/user/thesoundsofspotify/playlist/5TLQsrgEXOcMzCiob7yz8O
Folk Christmas,spotify:user:thesoundsofspotify:playlist:25jy1h5DcsSSLxESXbjHgc,http://open.spotify.com/user/thesoundsofspotify/playlist/25jy1h5DcsSSLxESXbjHgc
Fontana California US,spotify:user:thesoundsofspotify:playlist:6BvPMJXci1pLWVLVShHXwc,http://open.spotify.com/user/thesoundsofspotify/playlist/6BvPMJXci1pLWVLVShHXwc
Forest Park Illinois US,spotify:user:thesoundsofspotify:playlist:5ebCtxV61qeqcI3QBJDqIQ,http://open.spotify.com/user/thesoundsofspotify/playlist/5ebCtxV61qeqcI3QBJDqIQ
Fort Collins Colorado US,spotify:user:thesoundsofspotify:playlist:5KHySYxjxvajs5IqIY5N4R,http://open.spotify.com/user/thesoundsofspotify/playlist/5KHySYxjxvajs5IqIY5N4R
Fort Lauderdale Florida US,spotify:user:thesoundsofspotify:playlist:78zVBGEWYaRW6vGHqBc3o7,http://open.spotify.com/user/thesoundsofspotify/playlist/78zVBGEWYaRW6vGHqBc3o7
Fort Smith Arkansas US,spotify:user:thesoundsofspotify:playlist:1JOWpr3PpB7L66V5BmzVIg,http://open.spotify.com/user/thesoundsofspotify/playlist/1JOWpr3PpB7L66V5BmzVIg
Fort Washington Maryland US,spotify:user:thesoundsofspotify:playlist:5RYg7Qf282GvsDrDWtaW7U,http://open.spotify.com/user/thesoundsofspotify/playlist/5RYg7Qf282GvsDrDWtaW7U
Fort Worth Texas US,spotify:user:thesoundsofspotify:playlist:5AvLpGlSqsXTURwRFQtlWg,http://open.spotify.com/user/thesoundsofspotify/playlist/5AvLpGlSqsXTURwRFQtlWg
Fortaleza BR,spotify:user:thesoundsofspotify:playlist:2xE5Z5pnvyNLKoo1kCkwFe,http://open.spotify.com/user/thesoundsofspotify/playlist/2xE5Z5pnvyNLKoo1kCkwFe
Foz Do Igua�u BR,spotify:user:thesoundsofspotify:playlist:1fx1VnuMCKw1N6bwxZ49LA,http://open.spotify.com/user/thesoundsofspotify/playlist/1fx1VnuMCKw1N6bwxZ49LA
Franca BR,spotify:user:thesoundsofspotify:playlist:4nisHvTQuDhmyZ1T8n603b,http://open.spotify.com/user/thesoundsofspotify/playlist/4nisHvTQuDhmyZ1T8n603b
France,spotify:user:thesoundsofspotify:playlist:0TM63udBodwHZE7jCXw5Pc,http://open.spotify.com/user/thesoundsofspotify/playlist/0TM63udBodwHZE7jCXw5Pc
Frankfurt Am Main DE,spotify:user:thesoundsofspotify:playlist:3ZSBb9kDaUrBf84YQ0uvSA,http://open.spotify.com/user/thesoundsofspotify/playlist/3ZSBb9kDaUrBf84YQ0uvSA
Franklin Park Illinois US,spotify:user:thesoundsofspotify:playlist:4Zg4MK5aRbXxWCEAKjEYbB,http://open.spotify.com/user/thesoundsofspotify/playlist/4Zg4MK5aRbXxWCEAKjEYbB
Fredericia DK,spotify:user:thesoundsofspotify:playlist:0D3TyslsercwPiXQWUFsbX,http://open.spotify.com/user/thesoundsofspotify/playlist/0D3TyslsercwPiXQWUFsbX
Frederiksberg DK,spotify:user:thesoundsofspotify:playlist:6JSg1qbRX4ctCTVqn9PhaH,http://open.spotify.com/user/thesoundsofspotify/playlist/6JSg1qbRX4ctCTVqn9PhaH
Frederikshavn DK,spotify:user:thesoundsofspotify:playlist:2GWTZa3FU1PJh5YxDL3BVq,http://open.spotify.com/user/thesoundsofspotify/playlist/2GWTZa3FU1PJh5YxDL3BVq
Frederikssund DK,spotify:user:thesoundsofspotify:playlist:1K3EVNtEaGatIzGKfKAtgM,http://open.spotify.com/user/thesoundsofspotify/playlist/1K3EVNtEaGatIzGKfKAtgM
Fredrikstad NO,spotify:user:thesoundsofspotify:playlist:0GBYC5Y8DL72UCQOELkZ9P,http://open.spotify.com/user/thesoundsofspotify/playlist/0GBYC5Y8DL72UCQOELkZ9P
Freiburg DE,spotify:user:thesoundsofspotify:playlist:3rbkmr6oB9UNWt1jVSepMS,http://open.spotify.com/user/thesoundsofspotify/playlist/3rbkmr6oB9UNWt1jVSepMS
Frekhaug NO,spotify:user:thesoundsofspotify:playlist:6CD8WT56lzQ0HnghqrUjU4,http://open.spotify.com/user/thesoundsofspotify/playlist/6CD8WT56lzQ0HnghqrUjU4
Fremont California US,spotify:user:thesoundsofspotify:playlist:6oO7wSM87KtoXT8EBcwawZ,http://open.spotify.com/user/thesoundsofspotify/playlist/6oO7wSM87KtoXT8EBcwawZ
Fresnillo MX,spotify:user:thesoundsofspotify:playlist:5o9DfLktIgNlLCXhsxfVCi,http://open.spotify.com/user/thesoundsofspotify/playlist/5o9DfLktIgNlLCXhsxfVCi
Fresno California US,spotify:user:thesoundsofspotify:playlist:7eAZS4UGII3mzfvB3i0tl1,http://open.spotify.com/user/thesoundsofspotify/playlist/7eAZS4UGII3mzfvB3i0tl1
Frisco Texas US,spotify:user:thesoundsofspotify:playlist:6L7mtzX58YElIQQeMTicbk,http://open.spotify.com/user/thesoundsofspotify/playlist/6L7mtzX58YElIQQeMTicbk
Fuenlabrada ES,spotify:user:thesoundsofspotify:playlist:6U7zgnC0f6WDhnt0zYHPvu,http://open.spotify.com/user/thesoundsofspotify/playlist/6U7zgnC0f6WDhnt0zYHPvu
Fulda DE,spotify:user:thesoundsofspotify:playlist:3upWqoQ9gvc7Yca7e9SfO7,http://open.spotify.com/user/thesoundsofspotify/playlist/3upWqoQ9gvc7Yca7e9SfO7
Fullerton California US,spotify:user:thesoundsofspotify:playlist:7CHJYTFz7XmyQ3cUMwP85U,http://open.spotify.com/user/thesoundsofspotify/playlist/7CHJYTFz7XmyQ3cUMwP85U
F�rjestaden SE,spotify:user:thesoundsofspotify:playlist:5AvEUAVL3L8eowl0AtgbJ5,http://open.spotify.com/user/thesoundsofspotify/playlist/5AvEUAVL3L8eowl0AtgbJ5
F�rl�v SE,spotify:user:thesoundsofspotify:playlist:7vEWUT0Mprt4SLUABy1mTX,http://open.spotify.com/user/thesoundsofspotify/playlist/7vEWUT0Mprt4SLUABy1mTX
Gainesville Florida US,spotify:user:thesoundsofspotify:playlist:0UzcKOh4RIRWwlS5vQHi2p,http://open.spotify.com/user/thesoundsofspotify/playlist/0UzcKOh4RIRWwlS5vQHi2p
Garden City Michigan US,spotify:user:thesoundsofspotify:playlist:2Nqw9zYCZQkbla6bt9YIAj,http://open.spotify.com/user/thesoundsofspotify/playlist/2Nqw9zYCZQkbla6bt9YIAj
Garden Grove California US,spotify:user:thesoundsofspotify:playlist:0NxU7fP3NH2Ieb7wXz9JP7,http://open.spotify.com/user/thesoundsofspotify/playlist/0NxU7fP3NH2Ieb7wXz9JP7
Gardena California US,spotify:user:thesoundsofspotify:playlist:5ogpPlFuMJvaZpOIivQOUf,http://open.spotify.com/user/thesoundsofspotify/playlist/5ogpPlFuMJvaZpOIivQOUf
Garland Texas US,spotify:user:thesoundsofspotify:playlist:0V086WJQ4hvzAbUoVMjE5r,http://open.spotify.com/user/thesoundsofspotify/playlist/0V086WJQ4hvzAbUoVMjE5r
Garza Garc�a MX,spotify:user:thesoundsofspotify:playlist:5W2KmdEy9MUewlmTZ5hXEh,http://open.spotify.com/user/thesoundsofspotify/playlist/5W2KmdEy9MUewlmTZ5hXEh
Gateshead GB,spotify:user:thesoundsofspotify:playlist:5PGIsn0TevxHvGCGya3fsj,http://open.spotify.com/user/thesoundsofspotify/playlist/5PGIsn0TevxHvGCGya3fsj
Gatineau CA,spotify:user:thesoundsofspotify:playlist:4kZ1V7SxX0IU7DStCOQzpc,http://open.spotify.com/user/thesoundsofspotify/playlist/4kZ1V7SxX0IU7DStCOQzpc
Gaythorne AU,spotify:user:thesoundsofspotify:playlist:4lJ8OVmebH7szL6g6L6a60,http://open.spotify.com/user/thesoundsofspotify/playlist/4lJ8OVmebH7szL6g6L6a60
Gdansk PL,spotify:user:thesoundsofspotify:playlist:0fzaQXI0htgGTMvyYVBSNa,http://open.spotify.com/user/thesoundsofspotify/playlist/0fzaQXI0htgGTMvyYVBSNa
Geleen NL,spotify:user:thesoundsofspotify:playlist:0fHK6U8I5lPzGHEKMSVS6u,http://open.spotify.com/user/thesoundsofspotify/playlist/0fHK6U8I5lPzGHEKMSVS6u
Gelsenkirchen DE,spotify:user:thesoundsofspotify:playlist:5UDLi3QNSgIdKoueR13ar0,http://open.spotify.com/user/thesoundsofspotify/playlist/5UDLi3QNSgIdKoueR13ar0
Geneve CH,spotify:user:thesoundsofspotify:playlist:4vBfcWTTScBAZwKiD9zGSD,http://open.spotify.com/user/thesoundsofspotify/playlist/4vBfcWTTScBAZwKiD9zGSD
Genova IT,spotify:user:thesoundsofspotify:playlist:0w5sgWKgDzPAtFu1GYRkKR,http://open.spotify.com/user/thesoundsofspotify/playlist/0w5sgWKgDzPAtFu1GYRkKR
Gent BE,spotify:user:thesoundsofspotify:playlist:43RwAWsZEtcQey9z6HSh2J,http://open.spotify.com/user/thesoundsofspotify/playlist/43RwAWsZEtcQey9z6HSh2J
Gentofte DK,spotify:user:thesoundsofspotify:playlist:708obnkdmXkx91xEAckKPG,http://open.spotify.com/user/thesoundsofspotify/playlist/708obnkdmXkx91xEAckKPG
Germantown Maryland US,spotify:user:thesoundsofspotify:playlist:344OBLzp7FX5YJ5WARJjOj,http://open.spotify.com/user/thesoundsofspotify/playlist/344OBLzp7FX5YJ5WARJjOj
Germany,spotify:user:thesoundsofspotify:playlist:4L6pZ0ihP6RN35WcyvZQJB,http://open.spotify.com/user/thesoundsofspotify/playlist/4L6pZ0ihP6RN35WcyvZQJB
Gevelsberg DE,spotify:user:thesoundsofspotify:playlist:4mbWQ7TCJmUL00ikckcb15,http://open.spotify.com/user/thesoundsofspotify/playlist/4mbWQ7TCJmUL00ikckcb15
Gie�en DE,spotify:user:thesoundsofspotify:playlist:571moz1kOG5NzYyEpDKR1u,http://open.spotify.com/user/thesoundsofspotify/playlist/571moz1kOG5NzYyEpDKR1u
Gij�n ES,spotify:user:thesoundsofspotify:playlist:76DBtkVAgNiYzUAsck1lWD,http://open.spotify.com/user/thesoundsofspotify/playlist/76DBtkVAgNiYzUAsck1lWD
Gilbert Arizona US,spotify:user:thesoundsofspotify:playlist:6KKG2Kg7glWeliLZc5RSUR,http://open.spotify.com/user/thesoundsofspotify/playlist/6KKG2Kg7glWeliLZc5RSUR
Girona ES,spotify:user:thesoundsofspotify:playlist:69cFoe11HxL9bq3R2cYJHP,http://open.spotify.com/user/thesoundsofspotify/playlist/69cFoe11HxL9bq3R2cYJHP
Gislaved SE,spotify:user:thesoundsofspotify:playlist:6hBGKBW6TVF0ENfuCN6QSv,http://open.spotify.com/user/thesoundsofspotify/playlist/6hBGKBW6TVF0ENfuCN6QSv
Glasgow GB,spotify:user:thesoundsofspotify:playlist:3NjulZzrlCwKboUb8kAhZc,http://open.spotify.com/user/thesoundsofspotify/playlist/3NjulZzrlCwKboUb8kAhZc
Glebe AU,spotify:user:thesoundsofspotify:playlist:0hmToH2QfMKggq4xQIL3YD,http://open.spotify.com/user/thesoundsofspotify/playlist/0hmToH2QfMKggq4xQIL3YD
Glen Ellyn Illinois US,spotify:user:thesoundsofspotify:playlist:0BC7gB1tI7FiDB00Qnad3m,http://open.spotify.com/user/thesoundsofspotify/playlist/0BC7gB1tI7FiDB00Qnad3m
Glostrup DK,spotify:user:thesoundsofspotify:playlist:64ipGV03MBdKsbSTuOXuc5,http://open.spotify.com/user/thesoundsofspotify/playlist/64ipGV03MBdKsbSTuOXuc5
Goi�nia BR,spotify:user:thesoundsofspotify:playlist:6CuHx0PQqNygXgcOXV8GRT,http://open.spotify.com/user/thesoundsofspotify/playlist/6CuHx0PQqNygXgcOXV8GRT
Gold Coast AU,spotify:user:thesoundsofspotify:playlist:1bEWBov32yhfYN5LOGNVE3,http://open.spotify.com/user/thesoundsofspotify/playlist/1bEWBov32yhfYN5LOGNVE3
Gram DK,spotify:user:thesoundsofspotify:playlist:4cTgKQQQ54pTbKe1bm92QK,http://open.spotify.com/user/thesoundsofspotify/playlist/4cTgKQQQ54pTbKe1bm92QK
Grand Rapids Michigan US,spotify:user:thesoundsofspotify:playlist:4URywIp3m7o9EUaBGGpf0f,http://open.spotify.com/user/thesoundsofspotify/playlist/4URywIp3m7o9EUaBGGpf0f
Greece,spotify:user:thesoundsofspotify:playlist:6x4EFVW8OpaVtP1HZY6QeH,http://open.spotify.com/user/thesoundsofspotify/playlist/6x4EFVW8OpaVtP1HZY6QeH
Greenslopes AU,spotify:user:thesoundsofspotify:playlist:22xoOUe6iGVawJtFwFU1I7,http://open.spotify.com/user/thesoundsofspotify/playlist/22xoOUe6iGVawJtFwFU1I7
Grenaa DK,spotify:user:thesoundsofspotify:playlist:10F4bHykyT7Q7uUEmHd7Gi,http://open.spotify.com/user/thesoundsofspotify/playlist/10F4bHykyT7Q7uUEmHd7Gi
Greve DK,spotify:user:thesoundsofspotify:playlist:6qU0AXJvELPcTBeg9kCtZj,http://open.spotify.com/user/thesoundsofspotify/playlist/6qU0AXJvELPcTBeg9kCtZj
Grindsted DK,spotify:user:thesoundsofspotify:playlist:5sty30vGG9UAlVlxY6NCzh,http://open.spotify.com/user/thesoundsofspotify/playlist/5sty30vGG9UAlVlxY6NCzh
Groningen NL,spotify:user:thesoundsofspotify:playlist:1sovhQVUz8lFovpxOKV5qH,http://open.spotify.com/user/thesoundsofspotify/playlist/1sovhQVUz8lFovpxOKV5qH
Guadalajara ES,spotify:user:thesoundsofspotify:playlist:1gg6IR3vEGxwuWOOMQE8gi,http://open.spotify.com/user/thesoundsofspotify/playlist/1gg6IR3vEGxwuWOOMQE8gi
Guanajuato MX,spotify:user:thesoundsofspotify:playlist:0tav6YLtkjWyipOh2EsHx2,http://open.spotify.com/user/thesoundsofspotify/playlist/0tav6YLtkjWyipOh2EsHx2
Guaruj� BR,spotify:user:thesoundsofspotify:playlist:36ymxfqvSeyuU7l87RlcMF,http://open.spotify.com/user/thesoundsofspotify/playlist/36ymxfqvSeyuU7l87RlcMF
Guatemala,spotify:user:thesoundsofspotify:playlist:07iV0530DfwvE1458hYCsD,http://open.spotify.com/user/thesoundsofspotify/playlist/07iV0530DfwvE1458hYCsD
G�teborg SE,spotify:user:thesoundsofspotify:playlist:144nis07DT4re8EY237ZiG,http://open.spotify.com/user/thesoundsofspotify/playlist/144nis07DT4re8EY237ZiG
Hamburg DE,spotify:user:thesoundsofspotify:playlist:55MH5B9IOaMpCGQjbsTqB5,http://open.spotify.com/user/thesoundsofspotify/playlist/55MH5B9IOaMpCGQjbsTqB5
Harrisburg Pennsylvania US,spotify:user:thesoundsofspotify:playlist:0iqXh1P6aAoOzDUAF38WLb,http://open.spotify.com/user/thesoundsofspotify/playlist/0iqXh1P6aAoOzDUAF38WLb
Hartford Connecticut US,spotify:user:thesoundsofspotify:playlist:4EKkSzrhsJjp8S2KZgbu0W,http://open.spotify.com/user/thesoundsofspotify/playlist/4EKkSzrhsJjp8S2KZgbu0W
Hatay TR,spotify:user:thesoundsofspotify:playlist:1LfpVPctC4u0qnFRWKQ5a4,http://open.spotify.com/user/thesoundsofspotify/playlist/1LfpVPctC4u0qnFRWKQ5a4
Hatecore,spotify:user:thesoundsofspotify:playlist:3g4NgZwaW5S6XAVsNt08yB,http://open.spotify.com/user/thesoundsofspotify/playlist/3g4NgZwaW5S6XAVsNt08yB
Heavy Christmas,spotify:user:thesoundsofspotify:playlist:3WFpiy6dz06jwm7rna0gQK,http://open.spotify.com/user/thesoundsofspotify/playlist/3WFpiy6dz06jwm7rna0gQK
Heidelberg DE,spotify:user:thesoundsofspotify:playlist:6YXwDH6yJ03mrFwhNBIe3s,http://open.spotify.com/user/thesoundsofspotify/playlist/6YXwDH6yJ03mrFwhNBIe3s
Helsing�r DK,spotify:user:thesoundsofspotify:playlist:13xHUdZY6IT3lyOlWoWK5e,http://open.spotify.com/user/thesoundsofspotify/playlist/13xHUdZY6IT3lyOlWoWK5e
Hialeah Florida US,spotify:user:thesoundsofspotify:playlist:6smkZJmEkkErQjGjnaFVTV,http://open.spotify.com/user/thesoundsofspotify/playlist/6smkZJmEkkErQjGjnaFVTV
Hinnerup DK,spotify:user:thesoundsofspotify:playlist:6OBVt2TprBNPPTqU8h5oIW,http://open.spotify.com/user/thesoundsofspotify/playlist/6OBVt2TprBNPPTqU8h5oIW
Holb�k DK,spotify:user:thesoundsofspotify:playlist:6y4CCZub95dm2hVFud2zZu,http://open.spotify.com/user/thesoundsofspotify/playlist/6y4CCZub95dm2hVFud2zZu
Hollywood Florida US,spotify:user:thesoundsofspotify:playlist:4n6zvywofl2pQcBgb8v00y,http://open.spotify.com/user/thesoundsofspotify/playlist/4n6zvywofl2pQcBgb8v00y
Homebush AU,spotify:user:thesoundsofspotify:playlist:5eqBO901i3Oop9UFilV2x4,http://open.spotify.com/user/thesoundsofspotify/playlist/5eqBO901i3Oop9UFilV2x4
Honduras,spotify:user:thesoundsofspotify:playlist:04zkswFSpU3aK2SkBwPLv8,http://open.spotify.com/user/thesoundsofspotify/playlist/04zkswFSpU3aK2SkBwPLv8
Hong Kong,spotify:user:thesoundsofspotify:playlist:3TrjAEBsU0xEpYsaHfdoCl,http://open.spotify.com/user/thesoundsofspotify/playlist/3TrjAEBsU0xEpYsaHfdoCl
Honolulu Hawaii US,spotify:user:thesoundsofspotify:playlist:5FwRaDFo4hgJKh05BF0WFo,http://open.spotify.com/user/thesoundsofspotify/playlist/5FwRaDFo4hgJKh05BF0WFo
Houston Texas US,spotify:user:thesoundsofspotify:playlist:7ihMjetICZGO8wxr65fJmx,http://open.spotify.com/user/thesoundsofspotify/playlist/7ihMjetICZGO8wxr65fJmx
Humble Texas US,spotify:user:thesoundsofspotify:playlist:4SNPUdLFSpRQt0gBIPkpcY,http://open.spotify.com/user/thesoundsofspotify/playlist/4SNPUdLFSpRQt0gBIPkpcY
Hungary,spotify:user:thesoundsofspotify:playlist:3m4pWTBMYVDYdpouF7h654,http://open.spotify.com/user/thesoundsofspotify/playlist/3m4pWTBMYVDYdpouF7h654
Huntington Station New York US,spotify:user:thesoundsofspotify:playlist:65BT9S2gCoowaE7x68LNuZ,http://open.spotify.com/user/thesoundsofspotify/playlist/65BT9S2gCoowaE7x68LNuZ
Hyattsville Maryland US,spotify:user:thesoundsofspotify:playlist:6PofLfoHGqf6mKJOl62mIM,http://open.spotify.com/user/thesoundsofspotify/playlist/6PofLfoHGqf6mKJOl62mIM
Hyvink�� FI,spotify:user:thesoundsofspotify:playlist:0yDwjV9oy3C6W6rdem4zy1,http://open.spotify.com/user/thesoundsofspotify/playlist/0yDwjV9oy3C6W6rdem4zy1
H�gersten SE,spotify:user:thesoundsofspotify:playlist:6sWSd8l7AkNIZ5iIRSABgG,http://open.spotify.com/user/thesoundsofspotify/playlist/6sWSd8l7AkNIZ5iIRSABgG
H��r SE,spotify:user:thesoundsofspotify:playlist:2ReZq8pr8qKZSjWE4AJ014,http://open.spotify.com/user/thesoundsofspotify/playlist/2ReZq8pr8qKZSjWE4AJ014
H�nefoss NO,spotify:user:thesoundsofspotify:playlist:1av67x62evvHeZE7NQdHCS,http://open.spotify.com/user/thesoundsofspotify/playlist/1av67x62evvHeZE7NQdHCS
Iceland,spotify:user:thesoundsofspotify:playlist:2LQh4jrw98zQqo20sBZAb6,http://open.spotify.com/user/thesoundsofspotify/playlist/2LQh4jrw98zQqo20sBZAb6
Ilford GB,spotify:user:thesoundsofspotify:playlist:3h4FB9c3Hb38MzHjlnjLAS,http://open.spotify.com/user/thesoundsofspotify/playlist/3h4FB9c3Hb38MzHjlnjLAS
Iligan City PH,spotify:user:thesoundsofspotify:playlist:4WM9YlOSJZGqtnX79WF45V,http://open.spotify.com/user/thesoundsofspotify/playlist/4WM9YlOSJZGqtnX79WF45V
India,spotify:user:thesoundsofspotify:playlist:4PHxzXyPsm2O89BUQZ79mU,http://open.spotify.com/user/thesoundsofspotify/playlist/4PHxzXyPsm2O89BUQZ79mU
Indie Christmas,spotify:user:thesoundsofspotify:playlist:6g3JPi4yYplMUEX8OtRbNL,http://open.spotify.com/user/thesoundsofspotify/playlist/6g3JPi4yYplMUEX8OtRbNL
Indonesia,spotify:user:thesoundsofspotify:playlist:7rvfCudCXTGNrUeKPOaUTi,http://open.spotify.com/user/thesoundsofspotify/playlist/7rvfCudCXTGNrUeKPOaUTi
Iowa City Iowa US,spotify:user:thesoundsofspotify:playlist:0mkJgO7z8sKbnjfNHwcgGE,http://open.spotify.com/user/thesoundsofspotify/playlist/0mkJgO7z8sKbnjfNHwcgGE
Iran,spotify:user:thesoundsofspotify:playlist:5IuQQ53ib10M4YUAZlq6sV,http://open.spotify.com/user/thesoundsofspotify/playlist/5IuQQ53ib10M4YUAZlq6sV
Ireland,spotify:user:thesoundsofspotify:playlist:4Bg23XBXrv3TmNKBoWR7Z9,http://open.spotify.com/user/thesoundsofspotify/playlist/4Bg23XBXrv3TmNKBoWR7Z9
Israel,spotify:user:thesoundsofspotify:playlist:5eQM0nuGRnzMTvVcsnkK9J,http://open.spotify.com/user/thesoundsofspotify/playlist/5eQM0nuGRnzMTvVcsnkK9J
Issy-les-moulineaux FR,spotify:user:thesoundsofspotify:playlist:5sAwuiNca3JEFTd6B0Xt4v,http://open.spotify.com/user/thesoundsofspotify/playlist/5sAwuiNca3JEFTd6B0Xt4v
Istanbul TR,spotify:user:thesoundsofspotify:playlist:6d4VetcBureS2kT9S7HPXF,http://open.spotify.com/user/thesoundsofspotify/playlist/6d4VetcBureS2kT9S7HPXF
Itaja� BR,spotify:user:thesoundsofspotify:playlist:0EVD3fFnjKwRpKW8nndPyc,http://open.spotify.com/user/thesoundsofspotify/playlist/0EVD3fFnjKwRpKW8nndPyc
Italy,spotify:user:thesoundsofspotify:playlist:2TtVE9heBUr1c4hmIQhIpQ,http://open.spotify.com/user/thesoundsofspotify/playlist/2TtVE9heBUr1c4hmIQhIpQ
Ithaca New York US,spotify:user:thesoundsofspotify:playlist:3dC7PJTPdogrBsruL8aBeW,http://open.spotify.com/user/thesoundsofspotify/playlist/3dC7PJTPdogrBsruL8aBeW
Izmir TR,spotify:user:thesoundsofspotify:playlist:7hHbzOTWvbbQfGFKkRk4ES,http://open.spotify.com/user/thesoundsofspotify/playlist/7hHbzOTWvbbQfGFKkRk4ES
Jakarta ID,spotify:user:thesoundsofspotify:playlist:1LpzaNlBoXai5Pk15XFcO2,http://open.spotify.com/user/thesoundsofspotify/playlist/1LpzaNlBoXai5Pk15XFcO2
Jamaica New York US,spotify:user:thesoundsofspotify:playlist:1EQMmz6nafunkmwugjPnF8,http://open.spotify.com/user/thesoundsofspotify/playlist/1EQMmz6nafunkmwugjPnF8
Jazz Christmas,spotify:user:thesoundsofspotify:playlist:7HV8yRXe49LmIRGoQdt1j4,http://open.spotify.com/user/thesoundsofspotify/playlist/7HV8yRXe49LmIRGoQdt1j4
Ja�n ES,spotify:user:thesoundsofspotify:playlist:0bbQ1xaWRIkpKR1WnJrthn,http://open.spotify.com/user/thesoundsofspotify/playlist/0bbQ1xaWRIkpKR1WnJrthn
Jerez De La Frontera ES,spotify:user:thesoundsofspotify:playlist:3FQPj7tdyAjpdMTFN5rADy,http://open.spotify.com/user/thesoundsofspotify/playlist/3FQPj7tdyAjpdMTFN5rADy
Jersey City New Jersey US,spotify:user:thesoundsofspotify:playlist:06GPCnWBd4PKRTBcDjgnvk,http://open.spotify.com/user/thesoundsofspotify/playlist/06GPCnWBd4PKRTBcDjgnvk
Jo�o Pessoa BR,spotify:user:thesoundsofspotify:playlist:7FeEIQE2SA2DnDINp3Q0m8,http://open.spotify.com/user/thesoundsofspotify/playlist/7FeEIQE2SA2DnDINp3Q0m8
Juiz De Fora BR,spotify:user:thesoundsofspotify:playlist:0X8PHjfqJEUubdqSNLD5n8,http://open.spotify.com/user/thesoundsofspotify/playlist/0X8PHjfqJEUubdqSNLD5n8
Jundia� BR,spotify:user:thesoundsofspotify:playlist:02MfJUo0yDQ5QzO0Zlko4s,http://open.spotify.com/user/thesoundsofspotify/playlist/02MfJUo0yDQ5QzO0Zlko4s
Ju�rez MX,spotify:user:thesoundsofspotify:playlist:3drMdoaxvSyz9g5tFiOdrL,http://open.spotify.com/user/thesoundsofspotify/playlist/3drMdoaxvSyz9g5tFiOdrL
Kalix SE,spotify:user:thesoundsofspotify:playlist:10s6pY2QGgyJkpqBwoCRFg,http://open.spotify.com/user/thesoundsofspotify/playlist/10s6pY2QGgyJkpqBwoCRFg
Kansas City Missouri US,spotify:user:thesoundsofspotify:playlist:555d9l95S69xBbivyUhKLf,http://open.spotify.com/user/thesoundsofspotify/playlist/555d9l95S69xBbivyUhKLf
Kaohsiung TW,spotify:user:thesoundsofspotify:playlist:2OAfGELRhW9Fk5TcOSY3YF,http://open.spotify.com/user/thesoundsofspotify/playlist/2OAfGELRhW9Fk5TcOSY3YF
Karlsruhe DE,spotify:user:thesoundsofspotify:playlist:1RPucrV2sttn7owayPgSY6,http://open.spotify.com/user/thesoundsofspotify/playlist/1RPucrV2sttn7owayPgSY6
Karlstad SE,spotify:user:thesoundsofspotify:playlist:6BAjcpGP1hCSFS5hguyxa1,http://open.spotify.com/user/thesoundsofspotify/playlist/6BAjcpGP1hCSFS5hguyxa1
