city,spotify_link,spotify_web_link
Bellevue Washington US,spotify:user:thesoundsofspotify:playlist:66Y20SfRGZsjBdyWHu3A9e,http://open.spotify.com/user/thesoundsofspotify/playlist/66Y20SfRGZsjBdyWHu3A9e
Bellflower California US,spotify:user:thesoundsofspotify:playlist:6YhG97mhBzgV7Z2eMQtXYm,http://open.spotify.com/user/thesoundsofspotify/playlist/6YhG97mhBzgV7Z2eMQtXYm
Bellmawr New Jersey US,spotify:user:thesoundsofspotify:playlist:239jgyVnHfsPPPlBouVFoL,http://open.spotify.com/user/thesoundsofspotify/playlist/239jgyVnHfsPPPlBouVFoL
Belo Horizonte BR,spotify:user:thesoundsofspotify:playlist:6S2q3IyYouIW4luqohbCuG,http://open.spotify.com/user/thesoundsofspotify/playlist/6S2q3IyYouIW4luqohbCuG
Beltsville Maryland US,spotify:user:thesoundsofspotify:playlist:2XLiKiFhaJFy3B1RsPBt3H,http://open.spotify.com/user/thesoundsofspotify/playlist/2XLiKiFhaJFy3B1RsPBt3H
Belém BR,spotify:user:thesoundsofspotify:playlist:7lmo9jOcf5BaDRcVHmEWgr,http://open.spotify.com/user/thesoundsofspotify/playlist/7lmo9jOcf5BaDRcVHmEWgr
Benidorm ES,spotify:user:thesoundsofspotify:playlist:6OzJj7j0DjEO50gcDA9uA8,http://open.spotify.com/user/thesoundsofspotify/playlist/6OzJj7j0DjEO50gcDA9uA8
Bentleigh AU,spotify:user:thesoundsofspotify:playlist:2xYnNoaZqh1RY0P1InVS30,http://open.spotify.com/user/thesoundsofspotify/playlist/2xYnNoaZqh1RY0P1InVS30
Berazategui AR,spotify:user:thesoundsofspotify:playlist:4UFdPNAhqFNLIJPF6SK5hB,http://open.spotify.com/user/thesoundsofspotify/playlist/4UFdPNAhqFNLIJPF6SK5hB
Bergamo IT,spotify:user:thesoundsofspotify:playlist:4aG73wxWM9KKhs7uyRqwV5,http://open.spotify.com/user/thesoundsofspotify/playlist/4aG73wxWM9KKhs7uyRqwV5
Bergen NO,spotify:user:thesoundsofspotify:playlist:3gLQu45nHTRnQJHVpIDe3F,http://open.spotify.com/user/thesoundsofspotify/playlist/3gLQu45nHTRnQJHVpIDe3F
Bergen Op Zoom NL,spotify:user:thesoundsofspotify:playlist:1BpIOY8SY7pXqFFdYyMpPt,http://open.spotify.com/user/thesoundsofspotify/playlist/1BpIOY8SY7pXqFFdYyMpPt
Berger NO,spotify:user:thesoundsofspotify:playlist:6qAhDoMO2L9taOrxA9oTcw,http://open.spotify.com/user/thesoundsofspotify/playlist/6qAhDoMO2L9taOrxA9oTcw
Bergisch Gladbach DE,spotify:user:thesoundsofspotify:playlist:4Wf3usuwvDTXpPJRky4shq,http://open.spotify.com/user/thesoundsofspotify/playlist/4Wf3usuwvDTXpPJRky4shq
Bergkamen DE,spotify:user:thesoundsofspotify:playlist:7CusHV6RPQbNQIOWCptGH1,http://open.spotify.com/user/thesoundsofspotify/playlist/7CusHV6RPQbNQIOWCptGH1
Berkeley California US,spotify:user:thesoundsofspotify:playlist:7dl5glscAo3Bn7bs1u1NDW,http://open.spotify.com/user/thesoundsofspotify/playlist/7dl5glscAo3Bn7bs1u1NDW
Berlin DE,spotify:user:thesoundsofspotify:playlist:7BRS5IzacmVtRjGH1JYwM6,http://open.spotify.com/user/thesoundsofspotify/playlist/7BRS5IzacmVtRjGH1JYwM6
Besançon FR,spotify:user:thesoundsofspotify:playlist:4cEw7eyWnOY91JFzzA0HwV,http://open.spotify.com/user/thesoundsofspotify/playlist/4cEw7eyWnOY91JFzzA0HwV
Bethesda Maryland US,spotify:user:thesoundsofspotify:playlist:1V6jhZpvIbc7YSveh9q8vl,http://open.spotify.com/user/thesoundsofspotify/playlist/1V6jhZpvIbc7YSveh9q8vl
Betim BR,spotify:user:thesoundsofspotify:playlist:5iUu48zUyBudwGZfNJO2c2,http://open.spotify.com/user/thesoundsofspotify/playlist/5iUu48zUyBudwGZfNJO2c2
Beverly Hills AU,spotify:user:thesoundsofspotify:playlist:1HLbCcpbFU3P3itG9u1Zcx,http://open.spotify.com/user/thesoundsofspotify/playlist/1HLbCcpbFU3P3itG9u1Zcx
Bielefeld DE,spotify:user:thesoundsofspotify:playlist:54BVAxU1LimFQcvZjNCB8n,http://open.spotify.com/user/thesoundsofspotify/playlist/54BVAxU1LimFQcvZjNCB8n
Bilbao ES,spotify:user:thesoundsofspotify:playlist:2s3EIcFEp1e8dDMOQm9pjd,http://open.spotify.com/user/thesoundsofspotify/playlist/2s3EIcFEp1e8dDMOQm9pjd
Billesholm SE,spotify:user:thesoundsofspotify:playlist:0U7MYUdwkrAysfhRAnxgaK,http://open.spotify.com/user/thesoundsofspotify/playlist/0U7MYUdwkrAysfhRAnxgaK
Billings Montana US,spotify:user:thesoundsofspotify:playlist:5fSr8IPCqKwbYz7wNFgIZV,http://open.spotify.com/user/thesoundsofspotify/playlist/5fSr8IPCqKwbYz7wNFgIZV
Bilthoven NL,spotify:user:thesoundsofspotify:playlist:6nAwu1fMVHVUYQVhO3jXZm,http://open.spotify.com/user/thesoundsofspotify/playlist/6nAwu1fMVHVUYQVhO3jXZm
Binangonan PH,spotify:user:thesoundsofspotify:playlist:3ZOgve8LPgDZtVjjpnKqYa,http://open.spotify.com/user/thesoundsofspotify/playlist/3ZOgve8LPgDZtVjjpnKqYa
Binondo PH,spotify:user:thesoundsofspotify:playlist:1m0oeBgVo3vJC59HcEn6NM,http://open.spotify.com/user/thesoundsofspotify/playlist/1m0oeBgVo3vJC59HcEn6NM
Birkerød DK,spotify:user:thesoundsofspotify:playlist:26Q6TtgAHVxQBcNIc1KlwN,http://open.spotify.com/user/thesoundsofspotify/playlist/26Q6TtgAHVxQBcNIc1KlwN
Birmingham Alabama US,spotify:user:thesoundsofspotify:playlist:2WYhlc3Qyaln5OO9swIbFJ,http://open.spotify.com/user/thesoundsofspotify/playlist/2WYhlc3Qyaln5OO9swIbFJ
Birmingham GB,spotify:user:thesoundsofspotify:playlist:7iuxc8eO0zz0r1j2nh6eaC,http://open.spotify.com/user/thesoundsofspotify/playlist/7iuxc8eO0zz0r1j2nh6eaC
Birmingham Michigan US,spotify:user:thesoundsofspotify:playlist:7x7Oq0MdFVQm1b7TBM2vm4,http://open.spotify.com/user/thesoundsofspotify/playlist/7x7Oq0MdFVQm1b7TBM2vm4
Biñan PH,spotify:user:thesoundsofspotify:playlist:7yC2rES3Sw2srUyyjk9bJV,http://open.spotify.com/user/thesoundsofspotify/playlist/7yC2rES3Sw2srUyyjk9bJV
Blackburn GB,spotify:user:thesoundsofspotify:playlist:1glDLZmiRwtmN7BPwfePIv,http://open.spotify.com/user/thesoundsofspotify/playlist/1glDLZmiRwtmN7BPwfePIv
Blackpool GB,spotify:user:thesoundsofspotify:playlist:2CcGq5BX0uPRhEV1YyTDzU,http://open.spotify.com/user/thesoundsofspotify/playlist/2CcGq5BX0uPRhEV1YyTDzU
Blacksburg Virginia US,spotify:user:thesoundsofspotify:playlist:5LtmmzVFDWtJWSFdPDodSm,http://open.spotify.com/user/thesoundsofspotify/playlist/5LtmmzVFDWtJWSFdPDodSm
Blacktown AU,spotify:user:thesoundsofspotify:playlist:5f4nREOzD1VL6ZlsGKtRMm,http://open.spotify.com/user/thesoundsofspotify/playlist/5f4nREOzD1VL6ZlsGKtRMm
Bloomington Indiana US,spotify:user:thesoundsofspotify:playlist:7vzgjns0oRDLCxpSi3Z6vU,http://open.spotify.com/user/thesoundsofspotify/playlist/7vzgjns0oRDLCxpSi3Z6vU
Blumenau BR,spotify:user:thesoundsofspotify:playlist:4PwicxM4xftXvoSj7vZYD2,http://open.spotify.com/user/thesoundsofspotify/playlist/4PwicxM4xftXvoSj7vZYD2
Boa Vista BR,spotify:user:thesoundsofspotify:playlist:6Mo6mwKjW5d2xKhtSlNFdj,http://open.spotify.com/user/thesoundsofspotify/playlist/6Mo6mwKjW5d2xKhtSlNFdj
Boardman Oregon US,spotify:user:thesoundsofspotify:playlist:5LfzWrBso7iiC7sSH5jK3T,http://open.spotify.com/user/thesoundsofspotify/playlist/5LfzWrBso7iiC7sSH5jK3T
Boca Raton Florida US,spotify:user:thesoundsofspotify:playlist:6TYxawDzGC7LqAQla5JbBU,http://open.spotify.com/user/thesoundsofspotify/playlist/6TYxawDzGC7LqAQla5JbBU
Bochum DE,spotify:user:thesoundsofspotify:playlist:27yUnnBKnQAof5pagyknv7,http://open.spotify.com/user/thesoundsofspotify/playlist/27yUnnBKnQAof5pagyknv7
Boden SE,spotify:user:thesoundsofspotify:playlist:1Re4uVzNSo3csVDfeHbS7c,http://open.spotify.com/user/thesoundsofspotify/playlist/1Re4uVzNSo3csVDfeHbS7c
Bodø NO,spotify:user:thesoundsofspotify:playlist:5LAKKg3q0cc5fREpQMwb79,http://open.spotify.com/user/thesoundsofspotify/playlist/5LAKKg3q0cc5fREpQMwb79
Bogotá CO,spotify:user:thesoundsofspotify:playlist:2L6Zlre9b3JlMg9mYDZVtw,http://open.spotify.com/user/thesoundsofspotify/playlist/2L6Zlre9b3JlMg9mYDZVtw
Boise Idaho US,spotify:user:thesoundsofspotify:playlist:5bEVG5atW9TxNIZzoYb5g3,http://open.spotify.com/user/thesoundsofspotify/playlist/5bEVG5atW9TxNIZzoYb5g3
Bolivia,spotify:user:thesoundsofspotify:playlist:1vzZRy7kp4rn7ZgV0RdP8p,http://open.spotify.com/user/thesoundsofspotify/playlist/1vzZRy7kp4rn7ZgV0RdP8p
Bollnäs SE,spotify:user:thesoundsofspotify:playlist:7raT6e7Neebc9s2QYgIppY,http://open.spotify.com/user/thesoundsofspotify/playlist/7raT6e7Neebc9s2QYgIppY
Bologna IT,spotify:user:thesoundsofspotify:playlist:3dl2OLICYSnTSpi1wrCHmS,http://open.spotify.com/user/thesoundsofspotify/playlist/3dl2OLICYSnTSpi1wrCHmS
Bolton GB,spotify:user:thesoundsofspotify:playlist:0IlVCCoBTZCAgOFbL0oXXa,http://open.spotify.com/user/thesoundsofspotify/playlist/0IlVCCoBTZCAgOFbL0oXXa
Bondi AU,spotify:user:thesoundsofspotify:playlist:1cq7lZlev6Uy1j64rahjab,http://open.spotify.com/user/thesoundsofspotify/playlist/1cq7lZlev6Uy1j64rahjab
Bondy FR,spotify:user:thesoundsofspotify:playlist:2QmtJsiiryRA2GuEWXqv1G,http://open.spotify.com/user/thesoundsofspotify/playlist/2QmtJsiiryRA2GuEWXqv1G
Bonn DE,spotify:user:thesoundsofspotify:playlist:5JHgItKCUtwifREY7fuXTX,http://open.spotify.com/user/thesoundsofspotify/playlist/5JHgItKCUtwifREY7fuXTX
Bordeaux FR,spotify:user:thesoundsofspotify:playlist:2izGOxdjgX7aA3F516oOQ4,http://open.spotify.com/user/thesoundsofspotify/playlist/2izGOxdjgX7aA3F516oOQ4
Borehamwood GB,spotify:user:thesoundsofspotify:playlist:4DwWnh5enCbaN1hrMX9OGl,http://open.spotify.com/user/thesoundsofspotify/playlist/4DwWnh5enCbaN1hrMX9OGl
Borlänge SE,spotify:user:thesoundsofspotify:playlist:5QgpgSxnbnvXNYZ6qz8Iy8,http://open.spotify.com/user/thesoundsofspotify/playlist/5QgpgSxnbnvXNYZ6qz8Iy8
Borås SE,spotify:user:thesoundsofspotify:playlist:42jehC4ZooqbS9RG5Pei3b,http://open.spotify.com/user/thesoundsofspotify/playlist/42jehC4ZooqbS9RG5Pei3b
Boston Massachusetts US,spotify:user:thesoundsofspotify:playlist:3Ail1brqN8AJFrxL4FcTir,http://open.spotify.com/user/thesoundsofspotify/playlist/3Ail1brqN8AJFrxL4FcTir
Bothell Washington US,spotify:user:thesoundsofspotify:playlist:3j9bmHhgcMHpE5r68bgN07,http://open.spotify.com/user/thesoundsofspotify/playlist/3j9bmHhgcMHpE5r68bgN07
Bottrop DE,spotify:user:thesoundsofspotify:playlist:7Me4mSo1KivLPzyuz1rRuP,http://open.spotify.com/user/thesoundsofspotify/playlist/7Me4mSo1KivLPzyuz1rRuP
Boulder Colorado US,spotify:user:thesoundsofspotify:playlist:3YLGajrX7egnilY7i26W7k,http://open.spotify.com/user/thesoundsofspotify/playlist/3YLGajrX7egnilY7i26W7k
Boulogne-billancourt FR,spotify:user:thesoundsofspotify:playlist:5aiJ4ZySAkk9iGJ5WeI2tu,http://open.spotify.com/user/thesoundsofspotify/playlist/5aiJ4ZySAkk9iGJ5WeI2tu
Bournemouth GB,spotify:user:thesoundsofspotify:playlist:06xKkJuLaWy8VgupG48mRR,http://open.spotify.com/user/thesoundsofspotify/playlist/06xKkJuLaWy8VgupG48mRR
Bradford GB,spotify:user:thesoundsofspotify:playlist:05qdDyGky7VSkHfEAjcemi,http://open.spotify.com/user/thesoundsofspotify/playlist/05qdDyGky7VSkHfEAjcemi
Braga PT,spotify:user:thesoundsofspotify:playlist:1xra46zksTxgyAuR8FMbL0,http://open.spotify.com/user/thesoundsofspotify/playlist/1xra46zksTxgyAuR8FMbL0
Brampton CA,spotify:user:thesoundsofspotify:playlist:7j3GVundKRUED0pGIfjtpF,http://open.spotify.com/user/thesoundsofspotify/playlist/7j3GVundKRUED0pGIfjtpF
Brandon Florida US,spotify:user:thesoundsofspotify:playlist:2JNPiTu4yw7HlmdzkLBJkv,http://open.spotify.com/user/thesoundsofspotify/playlist/2JNPiTu4yw7HlmdzkLBJkv
Brasília BR,spotify:user:thesoundsofspotify:playlist:0GBWGFEatBTLo6DLiCqVWK,http://open.spotify.com/user/thesoundsofspotify/playlist/0GBWGFEatBTLo6DLiCqVWK
Bratislava SK,spotify:user:thesoundsofspotify:playlist:1GT6OpK2yqtO566sB4GEVs,http://open.spotify.com/user/thesoundsofspotify/playlist/1GT6OpK2yqtO566sB4GEVs
Braunschweig DE,spotify:user:thesoundsofspotify:playlist:35CM7VBvlC1mAP4qMQxr1C,http://open.spotify.com/user/thesoundsofspotify/playlist/35CM7VBvlC1mAP4qMQxr1C
Brazil,spotify:user:thesoundsofspotify:playlist:5KHbclM6e6EVONQirubFMO,http://open.spotify.com/user/thesoundsofspotify/playlist/5KHbclM6e6EVONQirubFMO
Brea California US,spotify:user:thesoundsofspotify:playlist:0wBDDJEQ8xDJz9AbPhddyx,http://open.spotify.com/user/thesoundsofspotify/playlist/0wBDDJEQ8xDJz9AbPhddyx
Breda NL,spotify:user:thesoundsofspotify:playlist:4PSGWgTu8CVBjDhZPY7b7S,http://open.spotify.com/user/thesoundsofspotify/playlist/4PSGWgTu8CVBjDhZPY7b7S
Bremen DE,spotify:user:thesoundsofspotify:playlist:0hoYA0aFWvj8xKwDkzseCX,http://open.spotify.com/user/thesoundsofspotify/playlist/0hoYA0aFWvj8xKwDkzseCX
Bremerhaven DE,spotify:user:thesoundsofspotify:playlist:2nlfKd4Jm3OU13XxZuRIEh,http://open.spotify.com/user/thesoundsofspotify/playlist/2nlfKd4Jm3OU13XxZuRIEh
Brentwood California US,spotify:user:thesoundsofspotify:playlist:2eZwzKpx2PaVZUgCcLN8HN,http://open.spotify.com/user/thesoundsofspotify/playlist/2eZwzKpx2PaVZUgCcLN8HN
Brescia IT,spotify:user:thesoundsofspotify:playlist:5i5mSNUi138rsBtgDyCnxk,http://open.spotify.com/user/thesoundsofspotify/playlist/5i5mSNUi138rsBtgDyCnxk
Brest FR,spotify:user:thesoundsofspotify:playlist:3GAZ0BcTpg8jlDS6xoJHu9,http://open.spotify.com/user/thesoundsofspotify/playlist/3GAZ0BcTpg8jlDS6xoJHu9
Bridgeport Connecticut US,spotify:user:thesoundsofspotify:playlist:3YPRlW85SgSucuWLb57nc6,http://open.spotify.com/user/thesoundsofspotify/playlist/3YPRlW85SgSucuWLb57nc6
Bridgeview Illinois US,spotify:user:thesoundsofspotify:playlist:7axK3v387yZbXfkrCY14C2,http://open.spotify.com/user/thesoundsofspotify/playlist/7axK3v387yZbXfkrCY14C2
Bridgwater GB,spotify:user:thesoundsofspotify:playlist:3dRIodLgLLpDahlSOqPNY2,http://open.spotify.com/user/thesoundsofspotify/playlist/3dRIodLgLLpDahlSOqPNY2
Brierley Hill GB,spotify:user:thesoundsofspotify:playlist:0nPvLfYFKctawBToAbZwSK,http://open.spotify.com/user/thesoundsofspotify/playlist/0nPvLfYFKctawBToAbZwSK
Brighton Massachusetts US,spotify:user:thesoundsofspotify:playlist:3CR4ZkeiRSagxsV7XUEMZ5,http://open.spotify.com/user/thesoundsofspotify/playlist/3CR4ZkeiRSagxsV7XUEMZ5
Brisbane AU,spotify:user:thesoundsofspotify:playlist:5tkwdyV1uD33JvuXISgkMj,http://open.spotify.com/user/thesoundsofspotify/playlist/5tkwdyV1uD33JvuXISgkMj
Bristol GB,spotify:user:thesoundsofspotify:playlist:1zCKx9WHLP4mAjPtNXfbkc,http://open.spotify.com/user/thesoundsofspotify/playlist/1zCKx9WHLP4mAjPtNXfbkc
Brno CZ,spotify:user:thesoundsofspotify:playlist:4qVMgcjpW26VU3LeVd4xsU,http://open.spotify.com/user/thesoundsofspotify/playlist/4qVMgcjpW26VU3LeVd4xsU
Broby SE,spotify:user:thesoundsofspotify:playlist:2dkdYLk43Xy8uPnLvmeuzG,http://open.spotify.com/user/thesoundsofspotify/playlist/2dkdYLk43Xy8uPnLvmeuzG
Bromley GB,spotify:user:thesoundsofspotify:playlist:0VBqGLTcE5vBJZGljhfmzV,http://open.spotify.com/user/thesoundsofspotify/playlist/0VBqGLTcE5vBJZGljhfmzV
Bromma SE,spotify:user:thesoundsofspotify:playlist:3IUtAlQ7g2WuyvJLdLA9PX,http://open.spotify.com/user/thesoundsofspotify/playlist/3IUtAlQ7g2WuyvJLdLA9PX
Bromölla SE,spotify:user:thesoundsofspotify:playlist:7I4049Q11hLoENZJBG4BgA,http://open.spotify.com/user/thesoundsofspotify/playlist/7I4049Q11hLoENZJBG4BgA
Bronx New York US,spotify:user:thesoundsofspotify:playlist:1y6JurWL0Tkr7to82qkQjY,http://open.spotify.com/user/thesoundsofspotify/playlist/1y6JurWL0Tkr7to82qkQjY
Brooklyn Maryland US,spotify:user:thesoundsofspotify:playlist:3YLQkwzHPkO2Hv0Bsd5fVi,http://open.spotify.com/user/thesoundsofspotify/playlist/3YLQkwzHPkO2Hv0Bsd5fVi
Brooklyn New York US,spotify:user:thesoundsofspotify:playlist:1TyZihjHVxRiLgIIQ8doRz,http://open.spotify.com/user/thesoundsofspotify/playlist/1TyZihjHVxRiLgIIQ8doRz
Brugge BE,spotify:user:thesoundsofspotify:playlist:2UaHnSPNZ0OP8hJzK7tbyn,http://open.spotify.com/user/thesoundsofspotify/playlist/2UaHnSPNZ0OP8hJzK7tbyn
Brumunddal NO,spotify:user:thesoundsofspotify:playlist:31p3kGC5JXZnQxoKk136bn,http://open.spotify.com/user/thesoundsofspotify/playlist/31p3kGC5JXZnQxoKk136bn
Brunswick AU,spotify:user:thesoundsofspotify:playlist:2x0PyPNFnq0V8CoqoJIuvS,http://open.spotify.com/user/thesoundsofspotify/playlist/2x0PyPNFnq0V8CoqoJIuvS
Brunswick West AU,spotify:user:thesoundsofspotify:playlist:5xDIcMxcsCA5flDzBCLmuc,http://open.spotify.com/user/thesoundsofspotify/playlist/5xDIcMxcsCA5flDzBCLmuc
Brussels BE,spotify:user:thesoundsofspotify:playlist:33uqkgYW3qQMWJqrLFQkCi,http://open.spotify.com/user/thesoundsofspotify/playlist/33uqkgYW3qQMWJqrLFQkCi
Bryne NO,spotify:user:thesoundsofspotify:playlist:1Ci4Ch0nFkSe8kylQ6MJBC,http://open.spotify.com/user/thesoundsofspotify/playlist/1Ci4Ch0nFkSe8kylQ6MJBC
Brønderslev DK,spotify:user:thesoundsofspotify:playlist:5XjFBPDf7U3mVWxZvhEKWC,http://open.spotify.com/user/thesoundsofspotify/playlist/5XjFBPDf7U3mVWxZvhEKWC
Brønnøysund NO,spotify:user:thesoundsofspotify:playlist:4R5s16ueOrnoIv1FgHXVOx,http://open.spotify.com/user/thesoundsofspotify/playlist/4R5s16ueOrnoIv1FgHXVOx
Brønshøj DK,spotify:user:thesoundsofspotify:playlist:1B4o5KRVeeHdxu58ru6ZW4,http://open.spotify.com/user/thesoundsofspotify/playlist/1B4o5KRVeeHdxu58ru6ZW4
Bucaramanga CO,spotify:user:thesoundsofspotify:playlist:4MiN7w68M6XiV5ahsQ1WsY,http://open.spotify.com/user/thesoundsofspotify/playlist/4MiN7w68M6XiV5ahsQ1WsY
Budapest HU,spotify:user:thesoundsofspotify:playlist:4KhdMFLtiZPhkvkikxMx2n,http://open.spotify.com/user/thesoundsofspotify/playlist/4KhdMFLtiZPhkvkikxMx2n
Buena Park California US,spotify:user:thesoundsofspotify:playlist:4SPmIa6FHLYNfaDFzrvSi7,http://open.spotify.com/user/thesoundsofspotify/playlist/4SPmIa6FHLYNfaDFzrvSi7
Buenos Aires AR,spotify:user:thesoundsofspotify:playlist:1iyu1s4szp3ASCNSbGerzQ,http://open.spotify.com/user/thesoundsofspotify/playlist/1iyu1s4szp3ASCNSbGerzQ
Buffalo New York US,spotify:user:thesoundsofspotify:playlist:4StWFoCs3vp4gDxAGCwybU,http://open.spotify.com/user/thesoundsofspotify/playlist/4StWFoCs3vp4gDxAGCwybU
Bulgaria,spotify:user:thesoundsofspotify:playlist:0feZbPn3DcsrLAF26CeNmp,http://open.spotify.com/user/thesoundsofspotify/playlist/0feZbPn3DcsrLAF26CeNmp
Bundoora AU,spotify:user:thesoundsofspotify:playlist:1caelq150sc7xeF6Gf7RSf,http://open.spotify.com/user/thesoundsofspotify/playlist/1caelq150sc7xeF6Gf7RSf
Bunkeflostrand SE,spotify:user:thesoundsofspotify:playlist:6LklXcAFtMLGK2Op1hKwVi,http://open.spotify.com/user/thesoundsofspotify/playlist/6LklXcAFtMLGK2Op1hKwVi
Burbank California US,spotify:user:thesoundsofspotify:playlist:23nx2OzFjN38fqNNH1egxK,http://open.spotify.com/user/thesoundsofspotify/playlist/23nx2OzFjN38fqNNH1egxK
Burgos ES,spotify:user:thesoundsofspotify:playlist:4iUR9oSvZD0lat3Qp3ISjt,http://open.spotify.com/user/thesoundsofspotify/playlist/4iUR9oSvZD0lat3Qp3ISjt
Burnaby CA,spotify:user:thesoundsofspotify:playlist:70bZEj64rRidTUNL8aQn3C,http://open.spotify.com/user/thesoundsofspotify/playlist/70bZEj64rRidTUNL8aQn3C
Burol PH,spotify:user:thesoundsofspotify:playlist:6Yd8h9bazDhh0d4JGWgjSQ,http://open.spotify.com/user/thesoundsofspotify/playlist/6Yd8h9bazDhh0d4JGWgjSQ
Bursa TR,spotify:user:thesoundsofspotify:playlist:2OH34ph4hjVN3XPYz3p2I5,http://open.spotify.com/user/thesoundsofspotify/playlist/2OH34ph4hjVN3XPYz3p2I5
Burswood AU,spotify:user:thesoundsofspotify:playlist:0ED0aK4iO4OUVJaYiKZAkg,http://open.spotify.com/user/thesoundsofspotify/playlist/0ED0aK4iO4OUVJaYiKZAkg
Burton-on-trent GB,spotify:user:thesoundsofspotify:playlist:0Sy3rftlm4ovT0du7EDU9Z,http://open.spotify.com/user/thesoundsofspotify/playlist/0Sy3rftlm4ovT0du7EDU9Z
Burwood AU,spotify:user:thesoundsofspotify:playlist:5EfcmkO6mIg9ncM37pZ3cZ,http://open.spotify.com/user/thesoundsofspotify/playlist/5EfcmkO6mIg9ncM37pZ3cZ
Bussum NL,spotify:user:thesoundsofspotify:playlist:5r2t0Euby1FbZiovM8nZVn,http://open.spotify.com/user/thesoundsofspotify/playlist/5r2t0Euby1FbZiovM8nZVn
Bydgoszcz PL,spotify:user:thesoundsofspotify:playlist:1jxgugjJuOnQ7iL1Ua2KZf,http://open.spotify.com/user/thesoundsofspotify/playlist/1jxgugjJuOnQ7iL1Ua2KZf
Bålsta SE,spotify:user:thesoundsofspotify:playlist:5eHtLPNpanfDh5UDUeMJQe,http://open.spotify.com/user/thesoundsofspotify/playlist/5eHtLPNpanfDh5UDUeMJQe
Børkop DK,spotify:user:thesoundsofspotify:playlist:0HJIksdfdn20aFMgXk3CYU,http://open.spotify.com/user/thesoundsofspotify/playlist/0HJIksdfdn20aFMgXk3CYU
Cabramatta AU,spotify:user:thesoundsofspotify:playlist:2kMxSj6lONDmAJtNIb0Wi1,http://open.spotify.com/user/thesoundsofspotify/playlist/2kMxSj6lONDmAJtNIb0Wi1
Cadiz ES,spotify:user:thesoundsofspotify:playlist:2JsctsPDtSOHPLSJFal5QV,http://open.spotify.com/user/thesoundsofspotify/playlist/2JsctsPDtSOHPLSJFal5QV
Caen FR,spotify:user:thesoundsofspotify:playlist:6J71di9aDWcbYoSmq8bXuW,http://open.spotify.com/user/thesoundsofspotify/playlist/6J71di9aDWcbYoSmq8bXuW
Cagayan De Oro City PH,spotify:user:thesoundsofspotify:playlist:3EwD75HnjQZ5I8YAPI77cx,http://open.spotify.com/user/thesoundsofspotify/playlist/3EwD75HnjQZ5I8YAPI77cx
Cagliari IT,spotify:user:thesoundsofspotify:playlist:4BhLbKT8JTCQgzimc7RN3e,http://open.spotify.com/user/thesoundsofspotify/playlist/4BhLbKT8JTCQgzimc7RN3e
Caguas Puerto Rico US,spotify:user:thesoundsofspotify:playlist:5zGtEg5YUcHXqaENGqZUw1,http://open.spotify.com/user/thesoundsofspotify/playlist/5zGtEg5YUcHXqaENGqZUw1
Cainta PH,spotify:user:thesoundsofspotify:playlist:7tZyCQ7NdCgRAmmsB6huka,http://open.spotify.com/user/thesoundsofspotify/playlist/7tZyCQ7NdCgRAmmsB6huka
Calamba City PH,spotify:user:thesoundsofspotify:playlist:1m9guAYDxVmZOMflyQHa3i,http://open.spotify.com/user/thesoundsofspotify/playlist/1m9guAYDxVmZOMflyQHa3i
Calamba PH,spotify:user:thesoundsofspotify:playlist:5Eg6lhfbeKKyvojrttvlgv,http://open.spotify.com/user/thesoundsofspotify/playlist/5Eg6lhfbeKKyvojrttvlgv
Calgary CA,spotify:user:thesoundsofspotify:playlist:3tBo7xjgNyJ97liso0vTv0,http://open.spotify.com/user/thesoundsofspotify/playlist/3tBo7xjgNyJ97liso0vTv0
Cali CO,spotify:user:thesoundsofspotify:playlist:0njloMKUXOe61T958Fd5mZ,http://open.spotify.com/user/thesoundsofspotify/playlist/0njloMKUXOe61T958Fd5mZ
Callao PE,spotify:user:thesoundsofspotify:playlist:79ykelRTDoF3Hd5yzcxlYB,http://open.spotify.com/user/thesoundsofspotify/playlist/79ykelRTDoF3Hd5yzcxlYB
Caloocan City PH,spotify:user:thesoundsofspotify:playlist:5qaDvIZx7plFTeRYvbMbwt,http://open.spotify.com/user/thesoundsofspotify/playlist/5qaDvIZx7plFTeRYvbMbwt
Caloocan PH,spotify:user:thesoundsofspotify:playlist:2R2MROycKOXpMnZywbgtQw,http://open.spotify.com/user/thesoundsofspotify/playlist/2R2MROycKOXpMnZywbgtQw
Camberley GB,spotify:user:thesoundsofspotify:playlist:1FzHmeaL3NvwoZKbOMa1zv,http://open.spotify.com/user/thesoundsofspotify/playlist/1FzHmeaL3NvwoZKbOMa1zv
Camberwell AU,spotify:user:thesoundsofspotify:playlist:55Cvkfu0YAxtXDgEM1NSZd,http://open.spotify.com/user/thesoundsofspotify/playlist/55Cvkfu0YAxtXDgEM1NSZd
Camboriú BR,spotify:user:thesoundsofspotify:playlist:2kMSw3wV9RuyAUzGkJQKfk,http://open.spotify.com/user/thesoundsofspotify/playlist/2kMSw3wV9RuyAUzGkJQKfk
Cambridge GB,spotify:user:thesoundsofspotify:playlist:6SzsKTvsV3DzCSM110rZa3,http://open.spotify.com/user/thesoundsofspotify/playlist/6SzsKTvsV3DzCSM110rZa3
Cambridge Massachusetts US,spotify:user:thesoundsofspotify:playlist:4sRcL7wyIiZvd5ANAmx4lQ,http://open.spotify.com/user/thesoundsofspotify/playlist/4sRcL7wyIiZvd5ANAmx4lQ
